Reading in simulation parameters
         44326243 function calls (41267471 primitive calls) in 132.976 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 pyparsing.py:3530(__init__)
        6    0.000    0.000    0.000    0.000 rcsetup.py:186(_make_type_validator)
        1    0.000    0.000    0.032    0.032 __init__.py:876(rc_params)
        2    0.000    0.000    0.000    0.000 __init__.py:185(process)
        1    0.000    0.000    0.000    0.000 backgroundjobs.py:41(BackgroundJobManager)
        1    0.000    0.000    0.000    0.000 timing.py:4(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:50(_localized_month)
        1    0.000    0.000    0.000    0.000 finder.py:34(NameFinder)
        1    0.000    0.000    0.000    0.000 topics.py:3(<module>)
        1    0.000    0.000    0.000    0.000 iterable.py:698(Slice)
        1    0.000    0.000    0.000    0.000 cache.py:5(<module>)
        5    0.000    0.000    0.000    0.000 base_context.py:275(iterator_to_context_set)
        3    0.000    0.000    0.000    0.000 flow_analysis.py:8(__init__)
        1    0.000    0.000    0.000    0.000 errors.py:626(_StarExprRule)
        1    0.000    0.000    0.000    0.000 diff.py:495(_NodesTree)
        1    0.000    0.000    0.000    0.000 margins.py:57(NumberedMargin)
        1    0.000    0.000    0.000    0.000 screen.py:275(WritePosition)
        1    0.000    0.000    0.000    0.000 base.py:97(DummyInput)
        1    0.000    0.000    0.000    0.000 key_processor.py:412(KeyPressEvent)
        1    0.000    0.000    0.000    0.000 base.py:20(Completion)
        1    0.000    0.000    0.000    0.000 cache.py:75(__init__)
        1    0.000    0.000    0.000    0.000 base.py:15(Filter)
        1    0.000    0.000    0.000    0.000 synchronize.py:210(Condition)
        1    0.000    0.000    0.000    0.000 __init__.py:3481(Image)
        1    0.000    0.000    0.000    0.000 __init__.py:3617(Spinbox)
        1    0.000    0.000    0.000    0.000 __init__.py:1712(XView)
        1    0.000    0.000    0.000    0.000 __init__.py:2204(Grid)
        1    0.000    0.000    0.000    0.000 __init__.py:291(Variable)
        1    0.000    0.000    0.000    0.000 formatters.py:738(SVGFormatter)
        1    0.000    0.000    0.000    0.000 formatters.py:755(PNGFormatter)
        2    0.000    0.000    0.000    0.000 sentinel.py:1(<module>)
        1    0.000    0.000    0.000    0.000 prefilter.py:583(MagicHandler)
        1    0.000    0.000    0.000    0.000 prefilter.py:600(AutoHandler)
        1    0.000    0.000    0.000    0.000 streams.py:351(StreamReader)
        1    0.000    0.000    0.000    0.000 log.py:1(<module>)
        1    0.000    0.000    0.000    0.000 inputtransformer2.py:158(TokenTransformBase)
        3    0.000    0.000    0.000    0.000 typing.py:314(__eq__)
        1    0.000    0.000    0.000    0.000 pretty.py:160(_PrettyPrinterBase)
        1    0.000    0.000    0.000    0.000 pretty.py:434(Text)
        1    0.000    0.000    0.000    0.000 tempfile.py:153(__next__)
        1    0.000    0.000    0.000    0.000 py3compat.py:44(_modify_str_or_docstring)
        1    0.000    0.000    0.000    0.000 argparse.py:650(RawDescriptionHelpFormatter)
        1    0.000    0.000    0.000    0.000 decorator.py:80(FunctionMaker)
        1    0.000    0.000    0.000    0.000 traitlets.py:2329(Set)
        1    0.000    0.000    0.000    0.000 traitlets.py:254(link)
        3    0.000    0.000    0.000    0.000 __init__.py:1605(getEffectiveLevel)
        1    0.000    0.000    0.000    0.000 context.py:264(<listcomp>)
        1    0.000    0.000    0.000    0.000 reduction.py:33(ForkingPickler)
        1    0.000    0.000    0.000    0.000 _utils.py:145(SimpleTextIOWrapper)
        8    0.000    0.000    0.000    0.000 scanner.py:349(add_indent)
        1    0.000    0.000    0.000    0.000 parser.py:159(parse_document_start)
        1    0.000    0.000    0.000    0.000 nodes.py:2(<module>)
        1    0.000    0.000    0.000    0.000 chebyshev.py:1966(Chebyshev)
        1    0.000    0.000    0.000    0.000 hermite.py:1627(Hermite)
        1    0.000    0.000    0.000    0.000 bz2.py:28(BZ2File)
        1    0.000    0.000    0.000    0.000 npyio.py:58(BagObj)
        3    0.000    0.000    0.000    0.000 ufunclike.py:60(_fix_and_maybe_deprecate_out_named_y)
        1    0.000    0.000    0.000    0.000 tokenize.py:339(_get_normal_name)
        1    0.000    0.000    0.000    0.000 selectors.py:80(BaseSelector)
        1    0.000    0.000    0.000    0.000 _dtype_ctypes.py:24(<module>)
        2    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(cumsum)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(unravel_index)
        2    0.000    0.000    0.004    0.002 six.py:209(is_package)
        1    0.000    0.000    0.000    0.000 six.py:475(Module_six_moves_urllib)
        8    0.000    0.000    0.000    0.000 six.py:75(_add_doc)
        1    0.000    0.000    0.000    0.000 {method 'title' of 'str' objects}
        1    0.000    0.000    0.000    0.000 util.py:333(ForkAwareThreadLock)
        1    0.000    0.000    0.000    0.000 model.py:341(StructOrUnion)
        1    0.000    0.000    0.000    0.000 axis3d.py:421(XAxis)
        1    0.000    0.000    0.000    0.000 geo.py:14(GeoAxes)
        1    0.000    0.000    0.000    0.000 geo.py:16(ThetaFormatter)
        1    0.000    0.000    0.000    0.000 scale.py:775(<listcomp>)
        1    0.000    0.000    0.000    0.000 _base.py:117(_process_plot_var_args)
        1    0.000    0.000    0.000    0.000 axis.py:30(<listcomp>)
        6    0.000    0.000    0.000    0.000 axis.py:153(<dictcomp>)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:234(LinearTriInterpolator)
        1    0.000    0.000    0.000    0.000 offsetbox.py:170(OffsetBox)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1321(OffsetImage)
        1    0.000    0.000    0.000    0.000 rrule.py:1111(_iterinfo)
        1    0.000    0.000    0.000    0.000 tz.py:1469(GettzFunc)
        1    0.000    0.000    0.000    0.000 figure.py:1100(_process_projection_requirements)
        1    0.000    0.000    0.000    0.000 tight_bbox.py:3(<module>)
        4    0.000    0.000    0.000    0.000 backend_bases.py:96(register_backend)
        1    0.000    0.000    0.000    0.000 gridspec.py:31(__init__)
        1    0.000    0.000    0.000    0.000 mathtext.py:1429(Char)
        1    0.000    0.000    0.000    0.000 patches.py:1495(Arc)
        1    0.000    0.000    0.000    0.000 patches.py:1815(_simpleprint_styles)
        1    0.000    0.000    0.000    0.000 contour.py:48(ContourLabeler)
        1    0.000    0.000    0.000    0.000 ticker.py:1500(PercentFormatter)
        1    0.000    0.000    0.000    0.000 collections.py:849(_CollectionWithSizes)
        1    0.000    0.000    0.000    0.000 collections.py:897(PathCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1118(BrokenBarHCollection)
        1    0.000    0.000    0.000    0.000 transforms.py:54(TransformNode)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1651(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3358(White)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4366(__str__)
        7    0.000    0.000    0.000    0.000 rcsetup.py:107(validate_any)
        1    0.000    0.000    0.000    0.000 pyparsing.py:250(ParseBaseException)
        4    0.000    0.000    0.000    0.000 pyparsing.py:436(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:612(get_cachedir)
        3    0.000    0.000    0.000    0.000 __init__.py:626(clear)
        1    0.000    0.000    0.000    0.000 __init__.py:631(bubble)
        6    0.000    0.000    0.000    0.000 __init__.py:828(<dictcomp>)
        1    0.000    0.000    0.000    0.000 module_paths.py:7(<module>)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:495(AddressList)
        1    0.000    0.000    0.000    0.000 request.py:2108(FancyURLopener)
        1    0.000    0.000    0.000    0.000 environment.py:32(_BaseEnvironment)
        1    0.000    0.000    0.000    0.000 ptutils.py:62(IPythonPTCompleter)
        1    0.000    0.000    0.000    0.000 asynchronous.py:18(Coroutine)
        1    0.000    0.000    0.000    0.000 keywords.py:34(Keyword)
        1    0.000    0.000    0.000    0.000 analysis.py:31(Error)
        1    0.000    0.000    0.000    0.000 context.py:310(CompiledObjectFilter)
        1    0.000    0.000    0.000    0.000 filters.py:405(BuiltinOverwrite)
        1    0.000    0.000    0.000    0.000 classes.py:652(_Help)
        1    0.000    0.000    0.000    0.000 tree.py:997(AssertStmt)
        1    0.000    0.000    0.000    0.000 errors.py:751(_ArglistRule)
        1    0.000    0.000    0.000    0.000 parser.py:99(BaseParser)
        1    0.000    0.000    0.000    0.000 _compatibility.py:21(use_metaclass)
        1    0.000    0.000    0.000    0.000 __init__.py:46(Script)
        1    0.000    0.000    0.000    0.000 base.py:242(ProgressBarCounter)
        1    0.000    0.000    0.000    0.000 menus.py:502(MultiColumnCompletionsMenu)
        1    0.000    0.000    0.000    0.000 processors.py:623(ReverseSearchProcessor)
        1    0.000    0.000    0.000    0.000 base.py:108(DummyStyle)
        1    0.000    0.000    0.000    0.000 style_transformation.py:124(AdjustBrightnessStyleTransformation)
        1    0.000    0.000    0.000    0.000 minidom.py:326(DocumentFragment)
        1    0.000    0.000    0.000    0.000 history.py:123(ThreadedHistory)
        1    0.000    0.000    0.000    0.000 key_bindings.py:85(KeyBindingsBase)
        1    0.000    0.000    0.000    0.000 keys.py:9(Keys)
        1    0.000    0.000    0.000    0.000 vi_state.py:23(ViState)
        1    0.000    0.000    0.000    0.000 enums.py:1(<module>)
        1    0.000    0.000    0.000    0.000 synchronize.py:114(_make_name)
        1    0.000    0.000    0.000    0.000 _backend_tk.py:660(ToolTip)
        1    0.000    0.000    0.000    0.000 displaypub.py:113(CapturingDisplayPublisher)
        1    0.000    0.000    0.000    0.000 prefilter.py:410(MacroChecker)
        1    0.000    0.000    0.000    0.000 transports.py:181(SubprocessTransport)
        1    0.000    0.000    0.000    0.000 coroutines.py:17(_is_debug_mode)
        1    0.000    0.000    0.000    0.000 _base.py:93(_FirstCompletedWaiter)
        1    0.000    0.000    0.000    0.000 typing.py:290(_SpecialForm)
        1    0.000    0.000    0.009    0.009 __init__.py:140(__getattr__)
        1    0.000    0.000    0.000    0.000 __init__.py:171(RaiseOnErrorTokenFilter)
        1    0.000    0.000    0.019    0.019 __init__.py:323(__getattr__)
        1    0.000    0.000    0.000    0.000 dir2.py:3(<module>)
        1    0.000    0.000    0.003    0.003 text.py:572(DollarFormatter)
        1    0.000    0.000    0.000    0.000 tempfile.py:775(TemporaryDirectory)
        1    0.000    0.000    0.000    0.000 pydoc.py:293(ErrorDuringImport)
        3    0.000    0.000    0.000    0.000 debugger.py:182(strip_indentation)
        2    0.000    0.000    0.000    0.000 _version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 context.py:202(reducer)
        1    0.000    0.000    0.000    0.000 _utils.py:124(Comparable)
        1    0.000    0.000    0.000    0.000 parser.py:81(__init__)
        1    0.000    0.000    0.000    0.000 parser.py:190(parse_document_end)
        1    0.000    0.000    0.005    0.005 composer.py:50(compose_document)
        1    0.000    0.000    0.000    0.000 constructor.py:46(construct_document)
        1    0.000    0.000    0.000    0.000 constructor.py:207(construct_mapping)
        1    0.000    0.000    0.000    0.000 dumper.py:45(Dumper)
        1    0.000    0.000    0.000    0.000 core.py:6376(__array_finalize__)
        3    0.000    0.000    0.000    0.000 core.py:1368(getmask)
        1    0.000    0.000    0.000    0.000 legendre.py:1613(Legendre)
        1    0.000    0.000    0.000    0.000 syspathcontext.py:8(<module>)
        1    0.000    0.000    0.000    0.000 ufunclike.py:18(_deprecate_out_named_y)
        1    0.000    0.000    0.000    0.000 threading.py:249(_release_save)
        1    0.000    0.000    0.000    0.000 threading.py:894(_set_tstate_lock)
        1    0.000    0.000    0.000    0.000 threading.py:1000(join)
        1    0.000    0.000    0.000    0.000 tokenize.py:217(Untokenizer)
        1    0.000    0.000    0.000    0.000 subprocess.py:398(CompletedProcess)
        1    0.000    0.000    0.000    0.000 _internal.py:848(recursive)
        2    0.000    0.000    0.000    0.000 _methods.py:32(_amin)
        1    0.000    0.000    0.000    0.000 parse.py:323(ParseResult)
        1    0.000    0.000    0.000    0.000 {method 'newbyteorder' of 'numpy.generic' objects}
        3    0.000    0.000    0.000    0.000 datetime.py:41(_days_before_year)
        5    0.000    0.000    0.000    0.000 datetime.py:46(_days_in_month)
        1    0.000    0.000    0.004    0.004 six.py:117(__getattr__)
        3    0.000    0.000    0.000    0.000 six.py:835(add_metaclass)
        2    0.000    0.000    0.000    0.000 sre_parse.py:98(checkgroup)
        3    0.000    0.000    0.000    0.000 _weakrefset.py:16(__init__)
        1    0.000    0.000    0.000    0.000 contextlib.py:70(__call__)
        1    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
        1    0.000    0.000    0.000    0.000 {method 'index' of 'str' objects}
        3    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 formsubplottool.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method _deco}
        1    0.000    0.000    0.002    0.002 __init__.py:20(<module>)
        1    0.000    0.000    0.000    0.000 art3d.py:86(Text3D)
        1    0.000    0.000    0.000    0.000 art3d.py:290(Line3DCollection)
        1    0.000    0.000    0.000    0.000 geo.py:262(AitoffTransform)
        4    0.000    0.000    0.000    0.000 axis.py:645(__init__)
        1    0.000    0.000    0.000    0.000 axis.py:2160(get_minpos)
        2    0.000    0.000    0.000    0.000 _base.py:129(__init__)
        1    0.000    0.000    0.000    0.000 _base.py:913(_gen_axes_patch)
        1    0.000    0.000    0.000    0.000 table.py:182(CustomCell)
        1    0.000    0.000    0.000    0.000 tritools.py:11(TriAnalyzer)
        2    0.000    0.000    0.000    0.000 legend_handler.py:264(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:551(__init__)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1791(DraggableOffsetBox)
        1    0.000    0.000    0.000    0.000 tz.py:380(tzfile)
